Exp,Site,Hole,Core,Type,Section,Recovered length (m),Curated length (m),Top depth CSF-A (m),Bottom depth CSF-A (m),Top depth CSF-B (m),Bottom depth CSF-B (m),Text ID of section,Text ID of archive half,Text ID of working half,Catwalk samples (no.),Section half samples (no.),Comments
117,730,A,27,X,2,1.5,1.5,250.7,252.2,250.7,252.2,SECT10816822,SHLF10816832,SHLF10816842,0,0,OG AT 115-140; IW AT 140-150
117,730,A,27,X,3,1.5,1.5,252.2,253.7,252.2,253.7,SECT10816852,SHLF10816862,SHLF10816872,0,0,PP AT 140-150
117,730,A,27,X,4,1.29,1.29,253.7,254.99,253.7,254.99,SECT10816882,SHLF10816892,SHLF10816902,0,1,
117,730,A,27,X,CC,0.45,0.5,254.99,255.49,254.99,255.49,SECT10816912,SHLF10816922,SHLF10816932,0,0,5 CM TO PALEO (DB) CL CHANGED FROM 45 TO 50
117,730,A,28,X,1,1.5,1.5,258.9,260.4,258.9,260.4,SECT10816952,SHLF10816962,SHLF10816972,0,0,
117,730,A,28,X,2,1.5,1.5,260.4,261.9,260.4,261.9,SECT10816982,SHLF10816992,SHLF10817002,0,0,
117,730,A,28,X,3,1.5,1.5,261.9,263.4,261.9,263.4,SECT10817012,SHLF10817022,SHLF10817032,0,0,
117,730,A,28,X,4,0.82,0.82,263.4,264.22,263.4,264.22,SECT10817042,SHLF10817052,SHLF10817062,0,0,
117,730,A,28,X,CC,0.39,0.44,264.22,264.66,264.22,264.66,SECT10817072,SHLF10817082,SHLF10817092,0,0,5 CM TO PALEO  (DB) CL CHANGED FROM 39 TO 44
117,730,A,29,X,1,1.5,1.5,268.6,270.1,268.6,270.1,SECT10817112,SHLF10817122,SHLF10817132,0,1,
117,730,A,29,X,2,1.5,1.5,270.1,271.6,270.1,271.6,SECT10817142,SHLF10817152,SHLF10817162,0,0,
117,730,A,29,X,3,1.5,1.5,271.6,273.1,271.6,273.1,SECT10817172,SHLF10817182,SHLF10817192,0,0,"(DB)IW 140-150,OG 115-140,Y IN COLUMNS"
117,730,A,29,X,4,1.5,1.5,273.1,274.6,273.1,274.6,SECT10817202,SHLF10817212,SHLF10817222,0,0,
117,730,A,29,X,5,0.74,0.74,274.6,275.34,274.6,275.34,SECT10817232,SHLF10817242,SHLF10817252,0,0,
117,730,A,29,X,CC,0.29,0.29,275.34,275.63,275.34,275.63,SECT10817262,SHLF10817272,SHLF10817282,0,0,5 CM TO PALEO
117,730,A,30,X,1,1.5,1.5,278.2,279.7,278.2,279.7,SECT10817302,SHLF10817312,SHLF10817322,0,0,
117,730,A,30,X,2,1.5,1.5,279.7,281.2,279.7,281.2,SECT10817332,SHLF10817342,SHLF10817352,0,0,
117,730,A,30,X,3,1.5,1.5,281.2,282.7,281.2,282.7,SECT10817362,SHLF10817372,SHLF10817382,0,0,(DB)DELETE IW 140-150
117,730,A,30,X,4,1.5,1.5,282.7,284.2,282.7,284.2,SECT10817392,SHLF10817402,SHLF10817412,0,0,
117,730,A,30,X,5,1.5,1.5,284.2,285.7,284.2,285.7,SECT10817422,SHLF10817432,SHLF10817442,0,1,(DB)DELETE OG 115-140
117,730,A,30,X,6,0.8,0.8,285.7,286.5,285.7,286.5,SECT10817452,SHLF10817462,SHLF10817472,0,0,
117,730,A,30,X,CC,0.48,0.48,286.5,286.98,286.5,286.98,SECT10817482,SHLF10817492,SHLF10817502,0,1,5 CM TO PALEO
117,730,A,31,X,1,1.5,1.5,287.9,289.4,287.9,289.4,SECT10817522,SHLF10817532,SHLF10817542,0,0,
117,730,A,31,X,2,1.5,1.5,289.4,290.9,289.4,290.9,SECT10817552,SHLF10817562,SHLF10817572,0,1,
117,730,A,31,X,3,1.5,1.5,290.9,292.4,290.9,292.4,SECT10817582,SHLF10817592,SHLF10817602,0,1,
117,730,A,31,X,4,1.5,1.5,292.4,293.9,292.4,293.9,SECT10817612,SHLF10817622,SHLF10817632,0,0,
117,730,A,31,X,5,1.5,1.5,293.9,295.4,293.9,295.4,SECT10817642,SHLF10817652,SHLF10817662,0,0,
117,730,A,31,X,6,1.5,1.5,295.4,296.9,295.4,296.9,SECT10817672,SHLF10817682,SHLF10817692,0,0,
117,730,A,31,X,7,0.31,0.31,296.9,297.21,296.9,297.21,SECT10817702,SHLF10817712,SHLF10817722,0,0,
117,730,A,31,X,CC,0.23,0.23,297.21,297.44,297.21,297.44,SECT10817732,SHLF10817742,SHLF10817752,0,0,5 CM TO PALEO
117,730,A,32,X,1,0.67,0.67,297.6,298.27,297.6,298.27,SECT10817772,SHLF10817782,SHLF10817792,0,0,
117,730,A,32,X,CC,0.47,0.52,298.27,298.79,298.27,298.79,SECT10817802,SHLF10817812,SHLF10817822,0,0,5 CM TO PALEO (DB) CL CHANGED FROM 47 TO 52
117,730,A,33,X,1,1.5,1.5,307.2,308.7,307.2,308.7,SECT10817842,SHLF10817852,SHLF10817862,0,0,
117,730,A,33,X,2,1.5,1.5,308.7,310.2,308.7,310.2,SECT10817872,SHLF10817882,SHLF10817892,0,0,
117,730,A,33,X,3,1.5,1.5,310.2,311.7,310.2,311.7,SECT10817902,SHLF10817912,SHLF10817922,0,0,(DB)CHANGED OG TO 115-140 & IW TO 140-150CM
117,730,A,33,X,4,1.5,1.5,311.7,313.2,311.7,313.2,SECT10817932,SHLF10817942,SHLF10817952,0,0,
117,730,A,33,X,5,0.22,0.22,313.2,313.42,313.2,313.42,SECT10817962,SHLF10817972,SHLF10817982,0,0,
117,730,A,33,X,CC,0.48,0.52,313.42,313.94,313.42,313.94,SECT10817992,SHLF10818002,SHLF10818012,0,0,4CM TO PALEO (DB) CL CHANGED FROM 48 TO 52
117,730,A,34,X,1,1.5,1.5,316.9,318.4,316.9,318.4,SECT10818032,SHLF10818042,SHLF10818052,0,0,
117,730,A,34,X,2,0.36,0.36,318.4,318.76,318.4,318.76,SECT10818062,SHLF10818072,SHLF10818082,0,0,
117,730,A,34,X,CC,0.48,0.55,318.76,319.31,318.76,319.31,SECT10818092,SHLF10818102,SHLF10818112,0,0,7CM TO PALEO (DB) CL CHANGED FROM 48 TO 55
117,730,A,35,X,1,1.5,1.5,326.6,328.1,326.6,328.1,SECT10818132,SHLF10818142,SHLF10818152,0,0,
117,730,A,35,X,2,0.13,0.13,328.1,328.23,328.1,328.23,SECT10818162,SHLF10818172,SHLF10818182,0,0,
117,730,A,35,X,CC,0.36,0.42,328.23,328.65,328.23,328.65,SECT10818192,SHLF10818202,SHLF10818212,0,0,6CM TO PALEO (DB) CL CHANGED FROM 36 TO 42
117,730,A,36,X,1,0.52,0.52,336.2,336.72,336.2,336.72,SECT10818232,SHLF10818242,SHLF10818252,0,0,
117,730,A,36,X,CC,0.5,0.55,336.72,337.27,336.72,337.27,SECT10818262,SHLF10818272,SHLF10818282,0,0,5CM TO PALEO  (DB) CL CHANGED FROM 50 TO 55
117,730,A,37,X,1,1.5,1.5,345.9,347.4,345.9,347.4,SECT10818302,SHLF10818312,SHLF10818322,0,0,
117,730,A,37,X,2,1.5,1.5,347.4,348.9,347.4,348.9,SECT10818332,SHLF10818342,SHLF10818352,0,0,OG-25CM (115-140CM); IW-5CM (140-150CM)
117,730,A,37,X,3,1.25,1.25,348.9,350.15,348.9,350.15,SECT10818362,SHLF10818372,SHLF10818382,0,0,
117,730,A,37,X,CC,0.47,0.47,350.15,350.62,350.15,350.62,SECT10818392,SHLF10818402,SHLF10818412,0,0,5CM TO PALEO; (RP) 'STO.IN' FROM 3 TO CC
117,730,A,38,X,1,1.5,1.5,355.6,357.1,355.6,357.1,SECT10818432,SHLF10818442,SHLF10818452,0,0,
117,730,A,38,X,2,0.58,0.58,357.1,357.68,357.1,357.68,SECT10818462,SHLF10818472,SHLF10818482,0,0,
117,730,A,38,X,CC,0.55,0.55,357.68,358.23,357.68,358.23,SECT10818492,SHLF10818502,SHLF10818512,0,0,5CM TO PALEO
117,730,A,39,X,1,1.5,1.5,365.2,366.7,365.2,366.7,SECT10818532,SHLF10818542,SHLF10818552,0,0,140-150CM IW
117,730,A,39,X,2,1.5,1.5,366.7,368.2,366.7,368.2,SECT10818562,SHLF10818572,SHLF10818582,0,0,
117,730,A,39,X,CC,0.49,0.54,368.2,368.74,368.2,368.74,SECT10818592,SHLF10818602,SHLF10818612,0,0,5CM TO  PALEO (DB) CL CHANGED FROM 49 TO 54
117,730,A,40,X,1,1.5,1.5,374.9,376.4,374.9,376.386,SECT10818632,SHLF10818642,SHLF10818652,0,0,
117,730,A,40,X,2,1.5,1.5,376.4,377.9,376.386,377.872,SECT10818662,SHLF10818672,SHLF10818682,0,0,
117,730,A,40,X,3,1.5,1.5,377.9,379.4,377.872,379.359,SECT10818692,SHLF10818702,SHLF10818712,0,0,
117,730,A,40,X,4,1.5,1.5,379.4,380.9,379.359,380.845,SECT10818722,SHLF10818732,SHLF10818742,0,0,
117,730,A,40,X,5,1.5,1.5,380.9,382.4,380.845,382.331,SECT10818752,SHLF10818762,SHLF10818772,0,0,
117,730,A,40,X,6,1.5,1.5,382.4,383.9,382.331,383.817,SECT10818782,SHLF10818792,SHLF10818802,0,0,
117,730,A,40,X,7,0.31,0.31,383.9,384.21,383.817,384.124,SECT10818812,SHLF10818822,SHLF10818832,0,0,
117,730,A,40,X,CC,0.48,0.48,384.21,384.69,384.124,384.6,SECT10818842,SHLF10818852,SHLF10818862,0,0,10 CM TO PALEO
117,730,A,41,X,1,1.47,1.47,384.6,386.07,384.6,386.07,SECT10818882,SHLF10818892,SHLF10818902,0,0,
117,730,A,41,X,CC,0.46,0.51,386.07,386.58,386.07,386.58,SECT10818912,SHLF10818922,SHLF10818932,0,0,5CM TO PALEO  (DB) CL CHANGED FROM 46 TO 51
117,730,A,42,X,1,1.5,1.5,394.2,395.7,394.2,395.7,SECT10818952,SHLF10818962,SHLF10818972,0,0,
117,730,A,42,X,2,1.5,1.5,395.7,397.2,395.7,397.2,SECT10818982,SHLF10818992,SHLF10819002,0,0,OG-25CM (115-140CM); IW-10CM (140-150CM)
117,730,A,42,X,3,1.5,1.5,397.2,398.7,397.2,398.7,SECT10819012,SHLF10819022,SHLF10819032,0,0,
117,730,A,42,X,4,0.65,0.65,398.7,399.35,398.7,399.35,SECT10819042,SHLF10819052,SHLF10819062,0,0,
117,730,A,42,X,CC,0.44,0.51,399.35,399.86,399.35,399.86,SECT10819072,SHLF10819082,SHLF10819092,0,0,7CM TO PALEO  (DB) CL CHANGED FROM 44 TO 51
Totals:,,,,,,,,,,,,,,,,124,
